Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
5,245,0,9,5,2,0,2,2,2,92,1429.0
5,173,1,1,2,28,2,0,42,2,8,349.0
1,246,3,1,5,25,0,8,16,2,8,1099.0
4,235,1,3,2,67,0,2,19,2,115,1179.0
2,247,1,1,4,2,2,4,2,4,30,441.8
4,248,5,1,2,43,0,26,63,2,77,1993.0
7,249,3,1,2,16,0,2,16,2,8,1027.74
8,47,0,8,11,68,1,3,0,6,45,2589.0
1,250,1,1,4,2,0,0,2,2,14,589.0
4,248,5,1,5,64,1,2,63,2,116,1975.0
1,233,5,1,5,52,0,3,2,2,113,1534.0
5,251,1,3,2,2,0,2,2,2,19,1345.0
4,16,1,1,2,7,0,8,18,2,54,979.0
4,252,4,5,21,57,2,4,57,2,117,479.0
4,132,1,6,5,69,0,6,23,2,78,2046.0
8,47,0,8,11,70,2,0,12,6,38,989.0
8,47,0,8,11,68,0,2,0,6,45,1799.0
1,253,1,6,18,9,0,2,9,2,12,639.9
2,123,1,1,2,9,2,6,14,2,77,544.0
2,181,2,5,4,30,2,0,15,2,34,435.0
3,254,1,1,2,2,0,6,2,2,80,749.0
5,255,1,3,5,12,0,3,64,1,46,799.0
5,241,1,1,2,52,0,2,61,2,90,2090.0
3,256,1,1,4,28,2,4,21,2,24,304.0
2,59,1,1,4,9,2,4,34,2,8,469.0
4,16,1,1,2,8,0,14,18,2,40,759.0
1,257,3,6,5,25,4,6,23,2,118,1699.0
5,258,0,3,28,49,4,2,9,2,34,1858.0
1,76,4,0,14,7,0,3,8,2,69,1999.0
1,135,1,1,2,2,0,4,49,2,36,1154.0
16,243,0,13,26,71,0,0,12,7,63,1275.0
4,259,0,0,8,8,0,2,8,2,74,1841.85
3,43,1,1,19,72,4,8,65,2,72,1299.0
4,260,1,3,4,73,0,0,9,2,119,740.0
4,221,5,1,2,25,0,2,46,2,108,2408.0
5,72,1,3,2,2,0,27,2,2,33,1364.0
4,35,1,1,2,8,0,6,29,2,8,675.0
9,261,1,0,5,2,0,2,2,2,66,1672.0
4,77,1,1,5,7,0,3,14,2,53,1262.0
4,155,1,1,4,14,2,6,2,2,88,586.6
1,34,1,0,5,8,2,0,8,2,29,726.0
6,262,1,1,2,15,2,10,20,2,18,248.9
5,263,1,1,4,50,2,0,9,2,15,565.0
5,89,1,3,5,8,0,2,8,2,57,1049.0
4,248,5,1,5,64,1,3,63,2,116,2338.0
4,115,1,1,2,25,1,3,16,2,72,1899.0
5,264,0,9,5,12,1,3,2,2,92,1798.0
3,265,0,9,2,12,1,3,2,2,120,1950.0
5,266,1,1,5,2,0,2,14,2,15,1011.99
9,267,0,0,8,12,6,3,2,2,66,2799.0
3,143,3,1,2,25,0,8,16,2,121,1350.0
2,59,1,1,4,74,0,6,58,2,8,579.0
3,268,3,6,7,72,7,11,66,2,122,1269.0
5,269,0,9,13,35,0,27,9,2,6,1099.0
5,270,1,1,2,7,0,2,8,2,116,898.9
1,100,1,3,2,54,0,18,2,2,61,1749.0
5,179,1,0,5,14,0,2,2,2,34,949.0
5,271,1,1,5,2,0,2,2,2,15,911.0
3,272,2,5,4,23,2,10,21,6,21,340.0
1,273,1,1,4,2,0,2,29,2,14,618.99
5,113,4,12,7,8,0,2,8,2,34,1599.0
5,274,1,3,4,23,2,4,21,2,4,299.0
5,275,2,5,4,30,2,22,15,7,45,265.0
5,179,1,0,2,2,0,2,2,2,22,949.0
3,276,1,1,2,12,0,11,2,2,24,1224.0
2,277,1,1,5,8,2,6,7,2,8,613.0
1,278,0,0,5,12,0,3,2,2,1,1323.0
5,11,3,1,5,25,0,11,23,1,30,1149.0
4,9,0,0,7,2,0,0,2,2,69,899.0
2,28,1,1,2,12,2,4,14,2,8,639.0
4,279,1,1,2,2,0,6,2,2,88,836.0
4,16,1,1,2,7,1,12,18,2,8,1219.24
11,114,1,1,5,7,1,2,7,1,71,1399.95
3,280,2,5,4,23,3,7,21,2,63,245.0
1,281,1,1,21,8,2,6,8,2,5,521.47
3,282,3,1,2,25,7,3,67,2,89,2968.0
1,283,1,1,2,2,0,2,19,2,5,889.0
3,284,3,6,2,25,1,11,68,2,37,1504.0
5,124,3,1,5,25,0,11,23,2,27,1399.0
1,285,0,0,5,12,0,2,2,2,56,1399.0
4,235,1,3,2,59,0,2,2,2,115,1279.73
1,54,1,1,4,9,2,0,9,2,41,689.0
4,23,1,6,5,8,0,8,18,4,23,889.0
5,220,1,3,2,35,0,2,9,8,40,1340.0
5,8,1,1,2,12,2,6,27,2,8,799.0
5,30,1,1,4,9,0,14,47,1,8,459.0
4,6,1,1,2,2,2,4,11,2,15,585.0
4,286,1,1,2,67,0,2,2,2,36,1377.0
4,132,3,6,5,25,1,8,30,2,78,3012.77
9,90,1,1,5,2,0,4,2,2,70,860.0
3,287,1,1,19,12,0,11,69,2,24,1299.0
14,288,1,0,5,61,2,13,21,2,21,369.0
3,208,3,1,5,16,0,8,23,2,15,1649.0
4,286,1,1,2,54,0,2,19,2,123,1369.0
4,16,1,1,2,8,0,2,18,2,8,797.41
1,2,1,1,2,57,2,2,57,2,2,398.99
1,289,3,6,2,25,4,6,23,2,47,1799.0
5,290,1,3,5,12,0,2,14,2,124,859.0
4,9,0,0,12,7,0,2,8,2,21,1399.0
4,138,1,3,2,9,2,0,9,2,7,735.87
1,291,0,0,29,12,0,2,2,2,1,1145.0
2,126,3,1,2,16,0,6,16,4,30,798.0
3,292,1,1,4,75,2,4,70,2,24,349.0
1,24,1,1,2,14,2,0,2,2,4,705.5
5,293,1,3,2,2,2,4,2,2,124,785.0
5,294,1,1,2,35,2,6,9,1,94,462.35
1,2,1,1,2,9,2,4,9,2,2,397.0
5,295,1,1,5,12,0,3,2,2,121,1729.0
5,30,1,1,2,9,2,0,9,2,8,499.0
4,286,1,1,2,2,0,2,2,2,36,1116.99
4,132,3,6,5,25,1,11,30,2,78,2699.0
1,296,1,6,18,9,0,6,9,2,25,544.15
1,18,1,6,2,12,0,6,19,2,125,1280.0
3,297,1,1,4,23,2,4,21,4,24,224.0
14,298,1,0,5,15,2,7,20,2,16,255.0
5,129,1,6,18,12,5,8,14,2,23,949.0
1,299,1,1,5,46,5,0,18,2,14,568.9
4,155,1,1,4,9,2,6,41,2,88,617.9
2,300,4,5,7,76,2,7,21,2,45,349.0
5,301,1,1,2,24,2,0,2,2,55,630.0
1,302,0,0,30,36,1,3,40,2,114,1965.0
5,303,1,6,5,25,0,2,71,2,126,2999.0
3,304,1,1,2,16,0,8,16,2,12,839.0
4,9,0,0,14,8,0,0,8,2,43,1599.0
4,286,1,1,4,59,2,4,2,2,123,959.0
17,305,1,1,4,2,0,6,2,2,8,739.0
5,173,1,1,2,28,2,4,42,2,8,344.0
5,220,1,3,4,2,2,4,2,2,40,990.0
1,306,5,6,18,67,0,4,46,2,127,1860.99
1,307,1,3,4,57,0,14,57,2,128,389.0
1,308,1,1,5,77,5,2,18,2,71,649.0
5,266,1,1,2,2,0,2,2,2,15,830.0
5,309,1,1,2,8,2,4,2,2,55,685.0
14,310,1,3,2,15,2,13,20,2,34,249.0
9,311,0,3,8,12,1,3,2,2,129,1865.0
5,312,3,6,5,78,6,11,30,2,130,2663.0
7,313,3,6,2,42,1,17,30,2,87,2729.0
4,6,1,1,2,12,0,2,11,4,8,749.01
14,288,1,3,5,61,2,13,21,2,100,389.0
4,286,1,1,4,59,0,4,2,2,36,1008.52
1,34,1,0,2,14,2,0,2,2,29,719.0
4,286,1,1,2,54,1,2,19,2,123,1537.39
4,314,2,5,4,30,2,23,15,7,52,295.0
7,315,3,6,2,78,1,8,50,2,131,2349.0
1,316,3,6,5,25,1,11,16,2,118,1498.0
5,258,0,3,5,49,4,2,9,2,34,1673.0
5,317,1,1,21,7,4,6,2,2,8,609.0
3,208,3,6,5,16,0,8,23,2,132,1770.0
3,318,4,1,21,2,0,6,9,2,8,739.0
5,193,1,1,2,60,4,3,18,2,8,949.0
4,319,4,5,21,79,2,0,12,2,133,603.0
15,320,1,1,2,25,1,8,16,2,12,1699.0
5,321,1,6,2,9,2,4,9,1,23,529.0
5,322,1,1,4,73,0,6,9,2,134,459.0
5,74,4,0,7,12,0,3,2,2,0,2025.0
5,228,1,3,5,16,0,2,53,2,33,1474.0
4,323,4,9,8,2,0,2,2,2,1,1670.0
4,248,5,1,8,25,0,2,63,2,72,1763.0
1,324,1,1,2,12,0,2,2,2,102,1219.0
1,24,1,1,4,14,2,4,2,2,4,668.48
2,325,1,3,2,61,2,7,21,2,7,329.0
7,326,3,6,2,78,1,8,72,2,87,2199.0
4,155,1,1,4,9,2,6,41,4,88,465.0
7,327,3,1,20,25,1,12,23,2,35,2299.0
9,328,1,1,5,44,0,2,9,2,8,1399.0
5,329,1,1,2,2,5,6,2,2,30,564.0
5,154,4,1,7,25,0,2,53,2,24,1299.0
2,330,1,3,4,57,2,1,57,2,7,349.0
5,241,1,1,19,80,6,18,61,2,12,4899.0
4,331,3,1,2,72,1,6,73,2,135,879.01
4,155,1,1,4,50,2,6,9,4,88,443.9
4,6,1,1,4,50,2,6,9,4,93,359.0
4,286,1,1,4,59,2,4,2,4,123,869.0
3,332,3,6,2,25,0,8,16,2,37,1168.0
4,155,1,1,2,2,2,0,41,4,88,569.0
1,324,0,1,2,12,0,3,2,2,102,1389.0
7,333,3,1,2,25,1,11,30,2,136,2267.86
2,334,4,5,31,81,2,7,15,7,45,379.0
1,233,1,3,4,59,0,2,2,2,113,1124.0
5,251,1,3,2,35,0,2,9,8,19,1465.0
4,16,1,1,2,8,2,6,18,2,8,776.0
17,335,1,1,4,2,0,2,2,2,8,799.0
1,324,1,1,4,35,2,4,9,8,17,932.0
5,8,1,1,2,12,0,6,27,2,8,899.0
14,336,1,3,2,15,3,7,20,2,34,239.0
5,52,1,1,2,2,2,0,2,1,8,468.0
3,337,4,0,8,2,5,6,2,2,46,639.01
4,115,1,1,2,25,0,2,16,2,24,1820.0
3,338,0,3,2,12,1,3,2,2,63,1900.0
4,97,3,1,2,25,1,11,31,2,47,1479.0
5,339,1,1,2,8,2,2,8,2,35,829.0
5,340,1,1,2,9,2,6,47,2,8,579.0
3,341,1,1,4,23,0,6,21,2,24,399.0
3,143,1,1,2,16,0,6,16,2,121,906.62
4,9,0,0,12,8,0,2,8,2,51,1869.0
5,342,1,3,4,30,3,7,15,2,74,249.0
5,117,4,0,7,12,0,2,2,2,0,1757.42
4,115,1,1,16,25,1,18,16,2,72,2399.0
5,11,3,1,5,25,0,8,39,2,12,1109.0
1,343,1,14,18,5,0,6,5,2,103,520.9
5,157,0,3,5,12,1,3,2,2,137,2450.0
3,344,3,1,5,25,0,6,31,1,12,1169.0
2,345,1,1,4,9,2,4,9,2,30,450.0
5,342,1,3,4,30,2,7,20,2,112,274.0
2,5,0,3,5,2,0,2,74,2,35,919.0
13,120,3,3,2,25,1,2,23,2,71,2599.0
9,346,1,0,2,35,0,2,9,2,21,1213.0
5,264,0,9,5,12,0,2,2,2,92,1584.0
3,347,3,6,5,78,6,3,45,2,138,2799.0
2,348,3,1,2,16,0,6,16,4,30,709.0
4,9,0,0,2,8,0,2,8,2,21,1449.9
7,349,3,1,2,25,0,8,31,2,8,1191.8
1,2,1,1,4,9,2,4,9,1,2,364.9
9,350,1,1,5,2,0,4,2,2,70,1064.0
4,16,1,1,2,7,0,2,18,2,8,919.0
4,16,1,1,2,7,1,12,18,2,8,1135.0
5,351,3,1,5,72,0,8,75,2,139,1196.0
4,132,3,6,19,25,6,17,30,2,78,3147.37
4,352,1,3,2,82,0,2,9,2,64,1229.0
5,353,1,1,4,23,2,4,21,2,8,419.0
5,30,1,1,2,35,2,4,9,2,8,535.0
1,354,1,1,32,9,5,6,11,2,5,539.0
7,355,3,6,2,25,0,8,23,2,39,1486.77
9,90,1,1,4,83,2,0,9,2,4,498.0
4,356,1,1,2,2,0,6,2,2,72,955.0
1,357,1,1,2,12,0,6,18,2,4,745.0
9,358,1,1,5,2,0,2,2,2,70,1258.0
2,3,1,1,4,9,2,0,9,4,4,412.0
8,47,0,8,11,54,0,2,0,6,38,1867.85
5,359,1,1,2,2,0,8,11,2,68,817.95
5,360,4,0,7,2,0,2,2,2,6,1034.0
5,55,1,1,4,84,2,0,70,2,8,349.0
1,361,4,3,7,14,2,0,14,2,41,699.0
7,362,3,1,2,25,1,11,16,2,30,1294.0
3,224,0,3,2,2,0,2,2,2,63,1135.0
1,363,4,5,21,23,0,10,21,7,34,495.0
18,364,0,1,5,7,0,3,2,2,140,2299.0
2,365,3,1,2,16,1,2,31,2,12,1299.0
7,366,3,1,2,16,0,2,16,2,8,997.9
3,367,1,1,4,23,2,0,21,2,2,419.0
4,368,3,1,2,16,1,8,23,2,141,2051.0
1,369,1,6,5,9,2,2,76,2,12,699.0
5,370,4,0,7,7,0,3,8,2,142,1499.0
4,368,3,1,2,42,1,11,30,2,75,2813.75
1,2,1,1,4,2,2,4,29,2,2,612.61
4,6,1,1,4,9,2,6,11,2,8,545.67
1,371,1,6,5,53,5,14,77,2,25,569.0
5,372,1,1,4,56,2,4,56,2,4,318.0
2,373,1,3,4,56,2,7,56,7,100,375.0
5,374,1,3,2,2,2,2,2,2,33,699.0
1,306,5,6,2,25,0,4,46,2,127,1907.99
5,157,4,3,17,12,0,2,2,2,74,2590.0
9,90,1,0,5,2,0,2,2,2,46,973.0
2,375,2,5,4,85,2,7,20,2,34,269.0
5,145,4,3,8,12,1,3,2,2,48,1749.0
3,376,4,9,8,86,2,10,40,7,21,669.0
9,377,0,0,8,44,1,3,9,2,92,1877.0
1,378,1,1,5,12,2,4,18,2,4,689.0
4,96,3,1,2,16,0,6,16,2,60,819.0
5,55,1,1,2,87,2,2,18,2,8,399.0
5,193,1,1,4,60,0,6,78,2,8,429.0
5,379,1,1,2,2,2,28,2,2,4,621.45
5,380,1,1,4,9,2,4,9,1,68,450.0
4,279,1,1,2,2,0,2,2,2,88,795.0
2,62,4,0,7,8,0,2,8,2,7,999.0
5,381,5,1,2,44,1,3,79,8,88,1855.0
5,382,1,3,2,88,0,2,9,2,35,1191.0
1,383,1,6,5,74,5,14,18,2,20,655.01
5,11,3,1,5,25,0,8,31,2,12,1249.0
4,235,1,3,2,67,0,2,19,4,115,1089.0
4,279,1,1,2,2,0,6,2,4,143,726.0
3,205,1,3,2,23,2,7,21,2,46,298.0
4,286,1,1,2,59,1,3,2,2,123,1426.66
5,290,1,3,5,2,0,2,27,2,124,857.07
4,286,1,1,2,59,0,2,2,2,36,1179.0
5,384,1,1,4,89,2,4,62,2,95,298.0
14,385,1,3,33,90,2,29,15,2,34,265.0
1,18,1,6,2,12,0,2,19,2,125,1200.0
5,157,0,3,28,44,0,3,9,2,144,1686.64
1,361,4,0,31,2,0,2,2,2,49,836.6
5,244,0,3,5,2,0,2,2,2,56,1499.0
4,132,3,6,20,25,6,30,30,2,145,3659.4
7,186,3,6,2,25,0,8,31,2,39,1348.48
5,386,1,1,4,2,2,6,2,1,36,489.9
4,16,1,1,2,8,0,8,18,2,8,719.0
4,387,4,0,8,14,2,6,2,2,146,649.0
4,83,1,1,4,2,0,6,37,4,147,589.52
1,388,1,1,2,5,2,6,29,2,4,489.0
2,389,3,6,5,72,1,8,23,2,148,1935.0
4,6,1,1,4,2,4,6,2,2,93,649.0
1,390,1,1,2,77,5,8,29,2,4,650.0
2,391,1,1,4,2,2,4,2,2,30,559.0
5,179,1,0,5,2,0,2,2,2,22,960.0
5,392,1,1,2,12,2,6,2,2,50,779.0
1,393,5,1,2,25,1,2,80,2,103,2419.0
4,13,4,0,8,8,0,6,8,2,149,659.0
7,327,3,1,2,25,1,11,23,2,35,2094.48
2,247,1,1,4,9,2,4,9,2,30,410.8
4,394,1,1,2,12,0,8,14,2,70,1207.0
4,155,1,1,4,9,0,2,9,2,24,665.0
9,395,1,3,7,2,0,2,2,2,45,1535.0
5,396,4,3,8,2,0,2,2,2,33,999.0
5,397,5,1,19,54,1,18,79,2,12,3299.0
2,373,1,3,4,30,3,7,15,7,85,330.0
15,398,0,0,2,12,1,2,2,2,150,1649.0
1,2,1,1,2,9,0,2,9,2,2,539.0
4,235,1,3,4,2,0,2,2,2,7,1126.71
1,399,5,6,5,91,1,2,81,8,37,4389.0
5,400,2,5,21,30,2,0,15,2,34,475.0
1,324,1,1,2,82,0,2,9,2,102,1900.0
3,401,1,1,4,88,2,6,48,1,44,579.0
5,402,0,3,2,35,2,27,9,2,33,1096.0
3,403,1,1,4,12,2,2,2,2,80,849.9
5,404,4,0,30,92,0,2,82,2,6,1199.0
1,405,1,1,5,16,0,8,16,2,8,1099.0
1,393,5,1,2,72,0,2,83,8,135,1561.0
4,132,3,1,19,25,1,11,30,2,78,2868.99
2,3,1,1,4,2,2,2,2,2,4,599.0
5,11,3,1,5,25,0,8,16,2,12,1048.0
4,406,0,9,2,54,1,2,2,2,151,1859.0
16,243,0,13,26,71,0,2,12,7,63,1559.0
3,407,0,0,29,2,0,2,2,2,21,1129.0
4,230,1,0,4,9,2,4,9,2,19,849.0
2,408,1,0,4,35,2,0,9,2,7,655.0
3,409,1,6,4,28,2,6,27,2,23,470.34
4,331,3,1,34,72,1,8,69,2,152,1099.0
15,398,0,0,8,12,0,2,2,2,153,1599.0
2,107,1,1,4,28,2,6,42,4,4,298.0
4,83,1,1,2,12,1,2,37,2,15,1181.27
15,398,4,15,8,12,1,2,84,2,146,1799.0
9,410,1,3,13,35,2,0,9,2,57,1020.0
4,97,3,1,2,25,0,6,16,2,47,1099.0
1,411,0,9,4,35,2,2,9,2,52,1244.0
3,412,4,1,8,12,4,14,14,2,15,839.0
5,413,1,1,20,64,1,3,81,8,12,2370.0
2,5,1,3,5,14,2,0,2,2,35,636.0
13,120,3,3,2,25,1,3,23,2,71,2899.0
3,414,1,1,32,93,0,0,42,2,24,581.9
4,132,3,6,5,25,6,30,85,2,78,3588.8
3,415,3,6,5,72,1,11,30,2,84,2350.0
9,416,0,3,5,49,1,3,52,2,117,1764.0
5,417,1,1,4,94,0,6,57,1,8,329.0
5,244,0,3,2,12,1,3,2,2,33,2299.0
7,418,3,3,5,25,1,11,23,2,7,1891.0
7,419,3,1,2,16,0,8,16,2,8,1089.0
5,11,3,1,5,25,2,6,16,2,30,999.0
2,420,3,6,5,25,1,11,23,2,148,2299.0
4,97,3,1,2,16,0,2,16,2,47,985.0
3,421,3,1,2,25,0,8,86,2,89,1339.0
12,422,1,3,32,23,2,7,21,2,10,202.9
5,74,4,0,7,12,0,3,2,2,0,1970.0
5,423,4,1,8,2,0,2,64,2,83,959.0
0,7,0,4,6,95,0,31,87,3,154,1165.0
5,157,4,3,35,2,0,2,2,2,74,2330.0
3,424,1,3,4,23,2,7,21,2,41,299.0
4,356,1,1,4,2,0,0,2,2,71,810.0
5,145,4,12,7,12,0,2,2,2,48,1349.0
4,279,1,1,2,9,0,2,88,2,24,739.0
1,306,5,1,2,25,0,2,80,2,127,2064.9
3,425,1,1,2,2,0,2,2,2,80,1099.0
4,9,0,0,2,2,0,2,2,2,69,1499.0
4,115,1,1,16,16,0,2,16,2,72,1749.0
4,426,2,5,4,28,2,0,42,2,41,744.0
1,411,2,9,4,59,0,2,2,2,52,1389.0
9,90,1,1,4,35,2,4,9,2,4,780.0
1,427,1,1,4,96,0,14,89,2,5,629.0
4,97,3,1,20,25,1,3,31,2,47,1679.0
5,329,1,1,2,2,2,6,36,2,30,609.0
1,428,3,6,5,25,4,6,26,2,155,1749.0
7,94,3,6,2,25,1,17,30,2,59,2415.0
15,398,0,0,2,2,0,2,2,2,150,1499.0
4,279,1,1,2,12,0,6,59,2,143,961.0
4,155,1,1,2,2,0,2,41,2,88,789.81
5,429,0,3,2,12,0,2,2,2,56,1859.0
13,430,0,9,14,97,1,3,2,2,69,1799.0
1,314,2,5,4,30,2,23,15,7,51,385.0
4,132,3,6,5,25,1,8,23,2,145,2505.02
4,431,1,3,4,35,2,4,9,2,156,755.0
5,432,1,1,4,9,2,4,9,2,4,489.9
9,433,0,3,4,2,2,0,2,2,45,1090.0
5,211,0,3,5,12,0,3,2,2,107,2499.0
7,434,3,1,2,16,0,2,16,2,30,1199.0
5,157,0,3,5,2,0,5,2,2,107,1875.0
9,90,1,3,4,98,2,0,56,2,57,499.0
3,103,4,0,36,2,0,2,2,2,63,1358.0
4,431,1,3,4,9,2,4,9,2,156,585.0
2,314,2,5,13,30,2,7,15,7,16,355.0
2,5,1,3,5,14,0,0,2,2,46,619.0
13,120,3,6,16,42,6,3,45,2,75,5499.0
5,211,0,3,28,49,1,3,9,2,63,2099.0
3,37,1,1,2,2,2,6,90,4,4,519.0
5,402,1,3,2,35,0,2,9,2,33,1186.0
5,244,1,3,5,59,0,2,2,2,56,1650.0
4,368,3,1,2,25,1,11,30,2,141,2774.63
3,435,3,6,2,25,1,11,30,2,59,2419.0
9,90,1,1,4,14,2,4,2,2,70,669.0
5,436,1,3,4,81,2,23,15,7,46,325.0
3,437,1,1,2,2,0,32,2,2,15,590.0
3,438,3,6,2,72,1,17,23,2,132,1799.0
4,132,3,6,5,25,6,17,30,2,78,3072.89
1,18,1,6,18,2,0,6,19,2,125,910.0
4,155,1,1,4,2,0,0,2,2,88,713.99
1,100,0,3,2,44,0,3,9,8,157,1870.0
4,155,1,1,2,12,2,2,41,2,88,739.0
1,363,4,5,21,23,2,7,21,7,34,615.0
3,439,0,0,5,35,0,3,91,2,100,1026.0
1,174,4,0,8,2,0,2,2,2,98,2277.0
1,100,0,3,2,44,0,3,9,2,157,1468.0
1,2,1,1,4,30,2,0,15,1,2,299.0
3,440,3,1,2,25,1,8,23,2,4,1899.0
4,441,1,6,2,12,0,6,37,4,158,865.0
5,442,0,3,5,25,0,2,59,2,42,1903.0
3,443,1,1,5,12,0,2,92,2,15,787.0
4,286,1,1,2,2,0,0,2,2,36,945.0
3,444,1,1,4,28,2,6,42,2,24,449.0
1,174,4,0,8,54,0,2,2,2,98,2559.0
4,445,1,0,8,35,0,6,9,2,13,649.0
5,322,1,1,2,50,2,6,9,1,8,469.0
5,263,1,1,5,2,0,6,2,2,15,850.66
1,324,1,1,2,59,0,2,93,2,102,1349.0
9,446,1,0,2,2,2,0,2,2,66,1285.0
5,11,3,1,5,16,0,6,16,1,12,1017.0
4,9,0,0,12,68,1,3,0,2,69,2240.0
1,283,1,1,2,35,2,4,9,2,159,910.0
9,447,0,0,4,35,0,2,9,2,21,1095.0
5,74,4,0,7,12,0,2,2,2,0,1950.0
2,448,1,3,5,2,0,2,2,2,64,902.0
4,248,5,1,2,25,0,6,63,2,77,1778.0
5,271,1,1,4,2,2,4,2,2,160,1055.0
5,322,1,1,2,9,2,6,11,1,8,479.0
9,449,1,1,5,12,0,2,2,2,70,1388.0
5,239,1,0,5,14,2,27,2,2,22,735.0
